Airline;Source;Destination;Total_Stops;month;day_of_the_month;Duration_hours
4;3;0;0;5;21;22
1;3;0;0;5;21;25
4;2;1;0;3;3;8
10;3;0;0;12;6;6
4;0;2;4;1;5;3
1;3;0;1;6;6;19
4;3;0;0;5;18;28
1;2;1;4;9;4;2
1;2;1;4;3;3;2
4;2;1;0;5;21;25
4;2;1;0;9;3;21
4;2;1;1;3;6;21
6;2;1;0;5;27;13
6;2;1;0;6;15;7
0;3;0;0;12;6;15
6;2;1;0;6;24;7
4;3;0;0;5;24;13
3;0;5;4;3;15;2
4;0;5;1;3;18;7
6;2;1;0;6;6;12
4;2;1;0;3;21;10
4;4;3;4;3;6;1
8;3;0;4;6;18;2
0;0;2;4;4;21;2
0;2;1;0;5;15;5
3;0;2;4;12;4;2
1;3;0;0;6;5;12
8;3;0;4;5;18;2
8;4;3;4;3;27;1
4;3;0;0;6;6;20
4;0;5;0;1;3;11
1;3;0;1;5;15;27
4;2;1;0;6;6;26
3;2;1;0;1;6;5
8;0;2;4;6;24;2
4;2;1;0;9;3;23
4;3;0;0;1;5;24
4;0;2;4;5;21;3
6;2;1;0;12;6;7
4;3;0;0;1;5;21
0;2;1;0;6;15;10
0;3;0;0;4;15;15
1;3;0;1;1;5;28
10;0;2;4;4;24;2
6;2;1;0;3;27;7
3;1;4;4;12;6;2
3;3;0;4;6;4;2
1;2;1;4;4;27;3
3;4;3;4;5;15;1
3;1;4;4;5;24;2
4;3;0;0;1;5;8
1;2;1;1;6;15;30
3;0;2;4;6;21;3
4;3;0;0;9;6;25
3;0;5;4;9;3;2
10;2;1;4;6;3;2
4;2;1;0;6;27;20
10;3;0;0;6;5;6
3;0;2;4;6;27;2
1;3;0;1;1;5;27
3;3;0;4;3;24;2
4;2;1;1;3;27;13
0;3;0;0;6;6;3
1;3;0;1;12;5;18
8;3;0;4;6;6;2
4;3;0;0;6;5;11
1;2;1;0;5;18;21
1;3;0;2;1;4;30
6;2;1;0;6;24;11
4;2;1;0;5;18;7
4;3;0;0;5;21;22
3;4;3;4;5;24;1
1;0;2;4;5;27;2
1;2;1;0;5;18;13
3;2;1;0;6;15;13
4;3;0;0;5;15;9
1;2;1;1;5;15;30
1;4;3;4;6;6;1
4;2;1;1;6;3;34
1;2;1;4;4;24;3
3;2;1;1;3;3;13
1;2;1;1;6;6;23
4;4;3;4;1;6;1
1;0;5;0;3;3;14
4;0;5;0;3;21;16
4;2;1;0;9;3;26
4;3;0;0;9;5;13
6;2;1;0;5;15;8
6;2;1;0;6;24;8
4;0;5;0;1;3;21
1;2;1;1;3;6;18
10;0;2;4;3;4;2
4;3;0;0;6;6;9
4;2;1;1;6;6;15
0;2;1;0;6;24;9
4;2;1;0;3;27;20
4;3;0;0;5;15;23
3;2;1;0;5;18;10
4;3;0;0;12;6;13
6;2;1;1;6;3;14
6;2;1;0;9;5;14
1;0;5;0;3;3;24
4;0;2;4;6;6;3
8;4;3;4;3;15;1
6;2;1;0;5;18;8
2;0;2;4;4;18;2
3;2;1;0;12;6;5
7;2;1;0;3;21;7
6;2;1;0;9;4;6
1;2;1;1;9;3;21
4;2;1;0;6;3;13
4;2;1;0;12;6;18
4;2;1;1;3;6;22
4;2;1;0;6;15;25
1;3;0;1;6;5;17
8;3;0;4;3;21;2
4;4;3;4;12;6;1
10;3;0;0;12;5;15
4;2;1;0;5;27;14
8;0;2;4;12;5;2
1;2;1;0;12;6;14
8;2;1;0;5;15;4
3;2;1;0;4;27;7
1;3;0;1;5;24;9
3;2;1;1;3;21;14
6;2;1;0;6;24;8
8;0;5;4;9;3;2
4;0;5;0;12;3;14
3;3;0;4;9;5;2
3;0;2;4;6;15;2
4;3;0;0;12;5;9
6;2;1;0;6;27;13
10;3;0;0;1;4;25
1;2;1;0;4;27;25
10;1;4;4;6;5;2
1;2;1;1;5;15;24
1;4;3;4;3;24;1
6;2;1;0;9;5;10
10;0;2;4;6;24;2
3;0;2;4;5;24;2
3;4;3;4;5;24;1
6;2;1;0;6;15;12
3;4;3;4;6;5;1
4;2;1;0;3;27;21
4;4;3;4;6;18;1
6;2;1;0;3;21;12
4;2;1;0;3;6;16
4;0;5;0;3;18;13
4;2;1;0;3;6;28
3;0;2;4;12;4;2
1;0;5;1;3;18;17
4;3;0;0;6;5;9
4;2;1;0;6;15;10
8;0;5;0;1;3;7
4;3;0;0;1;5;14
3;1;4;4;6;21;2
1;2;1;1;5;27;14
3;3;0;4;9;4;2
1;2;1;1;9;5;23
4;2;1;1;12;6;16
10;0;2;4;5;21;2
10;0;2;4;6;27;2
4;3;0;0;5;21;26
6;2;1;0;6;27;12
4;2;1;0;5;21;10
1;2;1;0;6;15;15
4;2;1;0;1;6;9
1;2;1;4;4;21;2
4;0;5;0;6;3;11
4;0;2;4;3;4;2
6;2;1;0;5;18;7
6;2;1;0;9;5;11
3;3;0;4;12;5;2
3;2;1;0;3;3;5
10;2;1;4;5;27;3
1;2;1;0;5;21;25
1;3;0;0;12;6;6
8;1;4;4;3;18;2
4;3;0;0;12;5;14
10;0;5;4;1;3;2
3;2;1;0;1;6;8
1;3;0;1;1;5;19
4;3;0;0;5;21;21
3;2;1;0;6;15;4
4;0;2;4;3;4;3
3;0;5;4;9;3;3
4;0;2;4;5;18;2
3;3;0;0;9;6;5
4;2;1;1;6;27;23
1;3;0;1;9;6;18
3;0;2;4;5;24;2
8;0;5;4;9;3;2
3;2;1;0;6;3;9
4;4;3;4;5;18;1
6;2;1;0;1;6;7
4;0;5;0;6;3;12
8;0;2;4;12;5;2
3;3;0;4;12;4;2
3;0;2;4;9;6;2
1;0;5;0;9;3;15
4;0;2;4;5;15;2
2;2;1;0;9;6;9
4;2;1;0;9;3;20
6;2;1;0;3;6;13
3;0;2;4;12;4;2
1;2;1;0;3;6;15
6;2;1;0;3;3;12
1;3;0;1;1;5;19
4;3;0;0;9;5;6
4;3;0;0;12;5;24
6;2;1;0;6;3;10
2;0;2;4;6;15;2
3;2;1;0;5;15;11
4;3;0;0;5;15;19
0;3;0;1;5;21;8
4;2;1;1;6;27;7
4;3;0;0;5;24;24
3;3;0;0;5;18;3
1;2;1;1;5;27;23
6;2;1;0;6;15;14
4;2;1;0;3;27;7
4;4;3;4;6;21;1
4;2;1;0;1;6;7
8;3;0;4;4;15;2
4;3;0;0;9;5;16
3;3;0;4;4;18;2
6;2;1;0;5;18;12
8;4;3;4;5;24;1
4;0;2;4;12;6;3
6;2;1;0;3;21;8
3;0;2;4;3;4;2
4;0;5;0;3;21;21
6;2;1;0;6;24;11
3;4;3;4;6;27;1
4;0;2;4;5;24;3
3;2;1;0;9;3;4
1;3;0;1;6;6;15
8;0;2;4;3;5;2
4;2;1;1;6;27;21
1;0;5;1;12;3;25
8;3;0;4;1;6;2
3;4;3;4;3;18;1
8;3;0;0;9;5;8
1;3;0;1;12;5;19
4;2;1;1;6;24;17
3;4;3;4;3;18;1
1;2;1;1;3;27;14
4;2;1;0;3;4;26
8;3;0;4;4;18;2
6;2;1;0;5;15;10
6;2;1;0;5;27;6
6;2;1;0;5;21;11
3;3;0;4;4;27;2
4;2;1;0;6;3;27
2;3;0;0;12;5;7
1;2;1;0;9;6;10
4;4;3;4;6;24;1
4;0;2;4;12;5;2
8;4;3;4;3;18;1
2;0;2;4;6;24;2
3;0;5;4;3;3;2
8;2;1;0;5;27;5
1;3;0;1;5;21;8
4;2;1;1;6;15;18
4;0;5;0;3;21;14
8;4;3;4;5;27;1
3;3;0;4;6;24;2
1;2;1;1;3;21;26
3;2;1;0;3;27;9
4;2;1;0;9;6;7
4;2;1;0;9;6;20
8;3;0;0;1;4;5
1;2;1;0;1;6;12
10;1;4;4;5;27;2
6;2;1;0;5;18;8
4;2;1;1;9;6;7
1;3;0;0;1;4;14
1;2;1;1;3;21;19
8;4;3;4;6;5;1
3;2;1;0;12;6;13
4;0;2;4;6;15;3
3;2;1;0;1;4;5
10;0;2;4;5;21;2
4;2;1;0;6;24;14
3;3;0;0;12;5;5
3;2;1;0;6;15;14
6;2;1;0;6;6;9
3;1;4;4;12;5;2
3;1;4;4;5;27;2
8;4;3;4;9;5;1
0;0;2;4;12;4;2
4;3;0;0;1;4;11
4;3;0;0;12;6;11
10;0;2;4;6;15;2
6;2;1;0;9;5;11
8;1;4;4;3;5;2
2;2;1;0;1;4;9
10;3;0;0;5;15;22
3;2;1;0;6;24;10
3;2;1;0;6;6;11
8;1;4;4;3;6;2
8;4;3;4;3;21;1
6;2;1;0;3;6;7
4;3;0;0;9;5;21
6;2;1;0;9;3;9
1;2;1;0;5;21;11
4;3;0;0;1;4;23
3;3;0;4;1;5;2
4;2;1;1;5;27;13
3;2;1;0;5;24;8
4;0;5;0;1;3;7
1;0;2;4;1;4;2
4;2;1;0;5;27;19
4;3;0;0;1;4;21
4;3;0;0;9;6;12
8;3;0;4;9;6;2
4;3;0;0;12;6;28
3;0;2;4;5;21;2
3;0;2;4;5;21;2
3;1;4;4;5;24;2
1;3;0;1;5;24;20
8;2;1;0;6;3;6
3;2;1;0;3;6;8
3;0;2;4;6;21;3
3;2;1;0;3;6;9
4;0;5;4;6;3;2
1;4;3;1;6;3;4
1;2;1;1;3;27;18
6;2;1;0;5;27;8
3;0;2;4;1;4;2
4;3;0;0;5;24;24
4;2;1;0;9;5;24
10;1;4;4;1;5;2
3;4;3;4;3;6;1
3;3;0;4;3;24;2
1;2;1;1;6;27;23
6;2;1;0;5;27;15
8;1;4;4;6;18;2
4;0;2;4;4;18;3
10;0;2;4;6;18;2
4;3;0;0;5;21;20
4;3;0;0;5;15;17
1;2;1;0;9;6;12
4;3;0;0;5;21;24
8;4;3;4;3;4;1
4;2;1;0;9;3;26
1;3;0;0;12;5;12
4;3;0;0;6;5;9
10;3;0;0;5;21;6
8;4;3;4;5;18;1
10;3;0;0;5;15;16
1;3;0;0;6;5;24
6;2;1;0;3;3;6
4;2;1;1;6;24;21
8;2;1;0;6;27;5
4;2;1;0;9;6;27
1;2;1;1;5;15;19
4;3;0;0;12;6;14
0;3;0;0;1;5;3
3;0;2;4;4;27;2
4;2;1;1;12;6;7
8;0;2;4;4;27;2
4;2;1;0;6;24;10
4;2;1;1;3;27;33
6;2;1;0;6;3;7
1;0;2;4;1;5;2
8;4;3;4;3;3;1
1;2;1;0;9;4;12
8;2;1;0;5;21;4
4;3;0;0;1;5;8
1;4;3;4;1;6;1
4;4;3;4;9;5;1
4;2;1;0;9;5;17
6;2;1;0;3;3;12
4;2;1;1;6;27;13
8;4;3;4;6;6;1
4;2;1;1;12;6;22
10;4;3;0;6;3;25
8;1;4;4;6;21;2
4;4;3;4;6;5;1
1;2;1;1;3;21;23
0;2;1;0;3;6;13
4;2;1;1;5;21;13
2;3;0;4;6;24;2
4;3;0;0;6;6;11
3;0;2;4;9;4;3
10;0;5;4;3;3;2
1;0;2;4;5;27;2
6;2;1;0;1;6;9
5;0;5;0;1;3;6
1;0;5;1;9;3;10
8;1;4;4;1;6;2
4;2;1;1;9;6;27
4;3;0;0;5;24;7
0;3;0;1;12;6;8
3;2;1;0;3;27;15
4;2;1;0;6;5;13
4;3;0;0;5;21;21
3;4;3;4;3;4;1
6;2;1;0;5;21;7
2;2;1;0;4;27;6
3;2;1;0;9;5;14
4;4;3;4;3;3;1
4;0;5;0;12;3;19
2;0;5;4;1;3;2
3;4;3;4;1;3;1
8;0;2;4;6;5;2
6;2;1;0;5;15;12
4;2;1;1;6;24;19
10;0;2;4;5;15;2
4;2;1;1;6;27;21
0;2;1;0;6;6;5
4;2;1;0;12;6;25
1;2;1;1;5;21;26
4;2;1;0;6;6;9
6;2;1;0;6;27;8
3;1;4;4;3;21;2
3;2;1;0;6;27;8
1;3;0;4;4;21;2
1;2;1;1;9;6;23
6;2;1;0;9;3;10
3;0;5;4;3;3;2
4;3;0;0;5;24;9
8;1;4;4;5;27;2
4;3;0;0;6;5;28
4;0;5;0;12;3;17
1;0;5;0;12;3;16
4;3;0;0;9;5;25
4;3;0;0;5;15;22
3;0;2;4;5;15;2
4;3;0;0;12;5;11
8;4;3;4;6;18;1
4;2;1;0;12;6;16
6;2;1;0;5;18;9
4;2;1;0;9;5;5
1;0;5;1;3;18;7
4;0;5;0;3;18;17
4;2;1;1;6;15;13
6;2;1;0;9;5;6
2;0;2;4;12;4;2
8;0;2;4;6;6;2
3;0;2;4;6;5;2
3;1;4;4;12;5;2
8;3;0;4;9;4;2
4;3;0;0;5;24;12
6;2;1;0;5;27;8
1;2;1;4;5;15;2
3;0;2;4;3;5;2
3;0;2;4;5;15;3
4;3;0;0;1;4;16
10;0;2;4;4;15;2
8;3;0;4;5;24;2
4;2;1;0;5;27;23
4;2;1;1;9;5;22
8;1;4;4;9;5;2
3;2;1;4;12;6;3
4;0;5;0;1;3;6
3;2;1;0;3;27;5
3;1;4;4;3;21;2
1;2;1;1;6;24;26
4;4;3;4;3;6;1
4;0;2;4;3;4;2
3;0;2;4;6;15;2
1;0;5;2;6;3;11
4;2;1;1;6;15;18
3;3;0;4;3;4;2
4;0;5;0;6;3;14
4;0;2;4;12;5;2
6;2;1;0;3;6;12
3;2;1;0;3;4;5
6;2;1;0;5;15;11
8;1;4;4;6;27;2
4;0;2;4;6;27;3
1;2;1;1;1;6;19
4;3;0;0;3;24;9
0;3;0;4;6;4;2
1;0;2;4;6;5;2
3;1;4;4;12;6;2
0;0;2;4;5;18;2
4;2;1;0;6;24;16
8;2;1;0;6;6;4
1;0;5;0;3;21;25
4;2;1;1;12;6;22
4;2;1;1;3;21;22
6;2;1;0;6;3;9
8;0;5;4;3;15;2
10;0;2;4;5;24;2
10;0;5;4;3;24;2
8;3;0;4;1;6;2
4;2;1;0;5;27;21
3;2;1;0;5;15;8
1;3;0;1;12;5;23
4;2;1;0;3;27;16
4;2;1;0;3;21;5
3;1;4;4;6;3;2
4;3;0;0;12;6;24
4;0;2;4;3;5;2
1;0;5;1;6;3;27
4;3;0;0;12;5;11
8;0;5;4;3;24;2
1;2;1;1;5;27;21
3;2;1;0;5;27;5
4;3;0;0;12;5;5
1;2;1;0;6;6;11
4;2;1;0;9;3;12
1;2;1;1;6;5;21
7;2;1;0;3;21;9
6;2;1;0;5;18;12
4;3;0;0;5;24;6
4;0;2;4;9;4;3
4;0;5;0;12;3;14
3;3;0;4;3;6;2
3;3;0;4;6;27;2
1;4;3;0;12;3;14
6;2;1;0;3;21;7
10;0;2;4;9;4;2
4;2;1;1;12;6;13
4;4;3;4;6;5;1
4;3;0;0;5;21;25
4;2;1;1;3;6;21
6;2;1;0;6;15;11
6;2;1;0;5;27;7
3;2;1;4;6;21;3
8;3;0;4;3;4;2
4;2;1;0;3;21;5
10;1;4;4;6;15;2
4;2;1;1;9;5;22
4;0;5;0;6;3;11
3;3;0;4;4;15;2
8;3;0;4;6;27;2
4;2;1;0;6;3;24
3;0;2;4;5;24;3
3;2;1;0;3;6;10
1;2;1;1;9;3;36
8;3;0;4;4;24;2
3;3;0;4;6;18;2
6;2;1;0;6;6;11
4;0;2;4;1;4;2
3;0;5;4;3;15;2
6;2;1;0;6;27;8
4;0;5;0;1;3;5
6;2;1;0;3;6;12
1;3;0;1;9;6;26
4;2;1;0;3;27;8
1;4;3;4;6;3;1
4;2;1;0;3;21;23
1;1;4;4;3;27;2
4;0;5;0;3;21;8
3;3;0;4;6;21;2
3;2;1;0;9;3;5
4;2;1;0;5;18;16
6;2;1;0;3;3;15
4;2;1;1;5;18;18
1;2;1;0;3;21;20
4;2;1;0;5;18;10
6;2;1;0;12;6;10
3;3;0;0;3;24;5
1;3;0;0;9;6;28
6;2;1;0;5;21;6
0;3;0;0;5;15;15
6;2;1;0;6;24;10
4;2;1;0;5;27;26
1;0;5;1;3;18;25
10;3;0;0;3;24;5
1;3;0;1;12;5;19
6;2;1;0;3;27;9
8;3;0;4;1;3;2
4;3;0;0;9;5;11
6;2;1;0;5;21;10
3;3;0;4;3;6;2
4;3;0;0;9;5;7
2;2;1;0;9;5;6
6;2;1;0;3;3;8
3;3;0;4;3;3;2
3;3;0;4;3;3;2
8;2;1;0;4;15;4
4;2;1;1;6;27;9
1;2;1;0;6;24;12
4;2;1;1;12;6;24
3;2;1;0;6;24;9
3;0;2;4;6;24;2
8;3;0;4;5;21;2
4;3;0;0;1;5;17
3;0;2;4;4;27;2
1;3;0;4;6;24;2
4;0;2;4;6;4;3
4;2;1;0;9;6;16
4;4;3;4;3;27;1
4;2;1;0;3;6;6
4;0;2;4;9;6;2
6;2;1;1;3;21;14
3;2;1;0;6;24;11
3;3;0;4;12;5;2
1;2;1;1;9;5;20
4;3;0;0;5;24;24
4;0;2;4;12;5;3
4;2;1;0;6;3;9
3;2;1;0;6;15;12
1;0;2;4;3;4;2
3;2;1;0;3;21;9
6;2;1;0;6;6;12
8;1;4;4;1;5;2
0;0;2;4;4;27;2
4;4;3;4;6;27;1
3;3;0;4;1;6;2
4;3;0;0;6;5;9
4;2;1;0;1;6;14
4;3;0;0;6;6;12
4;0;5;0;3;21;23
4;3;0;0;1;4;21
4;3;0;0;9;5;17
3;3;0;4;9;3;2
8;3;0;4;9;5;2
3;0;2;4;4;27;2
0;2;1;0;3;27;5
10;4;3;0;12;3;14
4;3;0;0;9;5;14
3;2;1;0;6;5;14
0;0;5;4;9;3;2
3;3;0;0;1;4;5
3;3;0;0;5;24;3
3;2;1;0;9;3;9
4;2;1;0;5;18;8
4;0;5;0;12;3;9
1;3;0;1;5;24;15
4;2;1;4;3;6;3
6;2;1;0;3;21;9
4;3;0;0;5;24;23
1;0;5;0;3;15;21
6;2;1;0;6;24;10
4;3;0;0;6;6;6
3;4;3;4;6;15;1
3;2;1;0;5;15;5
6;2;1;1;6;6;10
3;2;1;0;6;24;5
6;2;1;0;3;21;9
3;0;2;4;1;5;2
8;3;0;0;12;6;7
10;3;0;0;5;15;15
4;2;1;0;3;6;11
1;2;1;1;3;6;23
6;2;1;0;5;21;15
4;0;2;4;6;6;3
4;2;1;1;5;27;29
3;3;0;0;1;5;4
4;2;1;0;6;24;11
3;3;0;4;9;6;2
3;2;1;0;9;5;8
1;0;2;4;9;6;2
4;2;1;0;9;6;11
3;4;3;4;6;21;1
6;2;1;0;5;18;10
2;0;2;4;4;27;2
4;0;5;0;12;3;13
0;0;2;4;6;4;2
4;2;1;0;3;21;25
4;2;1;1;3;21;22
1;4;3;1;12;3;9
4;2;1;0;6;24;25
4;2;1;1;9;4;13
3;0;2;4;1;5;2
4;0;5;0;3;18;5
1;2;1;0;6;27;6
1;0;2;4;4;21;2
10;0;5;4;3;21;2
3;2;1;0;6;4;5
4;2;1;0;9;3;17
0;2;1;0;6;15;14
4;3;0;0;5;18;6
4;2;1;1;3;27;22
3;4;3;4;5;15;1
4;0;2;4;12;6;3
10;2;1;4;4;18;3
3;2;1;0;3;6;5
6;2;1;0;1;6;9
8;3;0;4;5;24;2
3;2;1;0;9;4;14
1;0;2;4;12;4;2
6;2;1;0;6;3;10
4;0;5;0;1;3;14
8;3;0;0;6;5;7
10;3;0;0;12;5;25
4;2;1;0;3;6;27
3;2;1;4;3;4;3
4;2;1;0;1;6;25
3;3;0;4;5;15;2
3;3;0;4;3;6;2
1;4;3;4;1;4;1
6;2;1;0;3;27;11
6;2;1;0;6;27;9
7;2;1;0;3;21;12
3;0;2;4;9;4;2
6;2;1;0;9;5;6
4;2;1;1;9;5;23
3;2;1;0;5;18;14
6;2;1;0;5;21;10
1;0;5;1;3;3;27
4;0;2;4;5;21;3
1;3;0;4;9;3;2
1;2;1;1;3;27;26
3;2;1;0;6;3;11
2;2;1;0;3;27;7
3;4;3;4;6;3;1
3;0;2;4;1;6;2
10;1;4;4;3;5;2
4;0;2;4;4;27;2
4;0;2;4;4;15;3
1;2;1;0;4;21;16
1;2;1;1;3;21;24
3;2;1;0;5;15;16
3;1;4;4;5;15;2
4;3;0;0;12;6;13
4;2;1;0;5;18;7
1;2;1;1;5;18;18
3;0;2;4;1;6;2
1;2;1;0;9;6;25
3;4;3;4;3;6;1
4;3;0;0;9;6;21
1;0;5;1;1;3;38
8;0;2;4;6;27;2
1;2;1;0;3;3;27
4;3;0;0;5;21;27
1;3;0;0;9;6;11
4;4;3;4;3;5;1
6;2;1;0;9;6;12
4;4;3;4;3;15;1
4;4;3;4;9;6;1
4;0;5;0;1;3;15
1;4;3;1;6;3;37
4;2;1;1;1;6;8
10;3;0;0;5;15;26
3;2;1;0;9;6;10
1;3;0;0;1;5;10
8;1;4;4;6;15;2
6;2;1;0;12;6;8
4;2;1;0;5;18;14
4;0;5;0;1;3;7
3;2;1;0;3;3;12
4;0;2;4;12;4;3
3;3;0;4;4;24;2
3;0;5;4;3;3;2
6;2;1;0;1;6;9
6;2;1;0;5;18;7
3;1;4;4;1;3;2
6;2;1;0;3;3;7
6;2;1;0;5;21;6
4;2;1;0;5;18;26
6;2;1;0;5;18;9
4;3;0;0;5;18;8
4;2;1;0;1;6;11
4;0;2;4;6;4;3
4;2;1;0;3;27;19
4;0;5;0;3;15;5
3;0;2;4;1;5;2
1;0;2;4;1;6;2
4;4;3;1;12;3;8
8;1;4;4;5;24;2
6;2;1;0;6;27;8
8;0;2;4;5;27;2
8;4;3;4;6;5;1
6;2;1;0;3;27;12
1;4;3;4;6;18;1
4;0;5;0;1;3;10
4;0;2;4;6;24;3
1;3;0;0;3;24;23
3;2;1;0;5;27;16
3;2;1;0;9;5;5
4;0;5;0;9;3;24
8;2;1;0;9;6;4
2;2;1;0;1;5;6
4;4;3;4;3;18;1
8;1;4;4;6;5;2
3;3;0;0;5;21;5
3;2;1;0;4;15;7
6;2;1;0;6;27;12
3;3;0;4;3;3;2
1;2;1;0;3;6;6
1;3;0;1;5;21;20
4;2;1;4;9;3;3
10;4;3;0;12;3;8
6;2;1;1;3;6;7
3;2;1;0;6;6;13
4;2;1;1;9;3;22
3;3;0;4;5;18;2
4;3;0;0;1;5;22
6;2;1;0;9;5;10
4;2;1;1;5;21;13
8;3;0;4;3;6;2
4;0;5;0;3;18;5
4;2;1;0;9;6;6
4;3;0;0;1;4;16
4;0;2;4;5;18;3
4;3;0;0;5;15;9
1;2;1;1;6;24;23
1;2;1;4;1;6;2
3;2;1;0;1;6;5
6;2;1;0;6;27;11
4;3;0;0;12;5;14
1;2;1;1;6;24;23
1;2;1;1;3;3;36
1;2;1;0;6;27;20
3;2;1;4;3;15;3
4;2;1;4;12;6;3
4;2;1;1;9;6;9
3;2;1;0;9;5;5
8;4;3;4;9;5;1
4;3;0;0;12;6;7
3;3;0;4;12;3;2
3;2;1;0;9;5;14
4;2;1;0;6;6;21
10;3;0;0;3;24;10
4;2;1;0;3;6;24
4;2;1;4;6;15;3
4;3;0;0;3;24;22
10;3;0;0;6;5;27
4;2;1;0;6;15;6
3;0;2;4;3;6;2
0;2;1;0;5;27;7
4;2;1;0;5;21;5
4;2;1;4;1;6;3
3;0;5;4;3;24;2
8;0;2;4;1;6;2
4;3;0;0;9;5;21
6;2;1;0;5;15;8
8;4;3;4;1;5;1
6;2;1;0;6;15;15
4;3;0;0;6;6;8
4;0;5;0;6;3;6
4;2;1;0;5;18;5
4;3;0;0;1;5;12
3;0;2;4;5;27;2
4;0;5;0;3;18;11
3;0;2;4;6;21;3
1;2;1;0;6;3;26
6;2;1;0;5;27;9
10;0;5;4;3;3;2
4;3;0;0;9;5;13
1;3;0;1;1;5;20
4;0;5;0;3;18;8
4;4;3;4;6;21;1
6;2;1;0;5;27;10
4;3;0;0;5;21;20
1;3;0;1;1;5;22
4;2;1;0;6;15;9
1;4;3;4;5;24;1
3;2;1;0;6;6;5
4;3;0;0;6;6;17
4;2;1;1;6;15;13
4;2;1;0;3;6;13
8;1;4;4;5;18;2
0;3;0;0;6;6;11
8;3;0;4;3;24;2
6;2;1;0;6;24;8
7;2;1;0;3;21;11
3;2;1;0;9;4;13
6;2;1;2;12;6;13
1;3;0;1;5;21;20
1;2;1;0;5;18;10
1;0;5;1;3;15;27
4;0;2;4;5;15;3
4;2;1;1;6;24;18
4;2;1;1;6;24;22
1;2;1;0;9;3;11
3;3;0;4;1;3;2
4;2;1;0;5;27;20
4;2;1;1;9;5;15
10;4;3;0;6;3;25
3;0;5;0;1;3;5
4;2;1;1;6;27;29
4;3;0;0;3;24;7
1;2;1;4;4;18;2
1;3;0;1;5;21;28
4;2;1;1;9;6;21
4;0;5;0;1;3;22
4;0;5;0;6;3;24
4;3;0;0;9;6;7
1;2;1;0;3;6;12
3;1;4;4;6;15;2
3;0;5;4;3;15;2
4;2;1;0;3;3;24
4;2;1;1;9;4;19
10;0;5;4;3;3;2
4;0;2;4;6;15;3
1;3;0;0;5;24;23
1;0;5;1;12;3;11
4;4;3;4;1;4;1
3;0;2;4;5;18;2
10;0;5;4;3;24;2
3;2;1;0;4;15;5
1;3;0;1;12;5;27
6;2;1;0;6;24;14
4;0;2;4;12;4;2
3;2;1;0;6;27;4
4;2;1;1;6;15;10
3;2;1;0;3;21;5
1;3;0;1;5;21;12
10;0;5;0;1;3;15
4;2;1;0;3;6;12
4;2;1;0;6;15;10
4;0;2;4;4;21;3
0;3;0;4;6;27;2
6;2;1;0;3;21;10
1;3;0;1;5;18;27
8;4;3;4;5;15;1
3;2;1;0;5;27;16
4;2;1;1;12;6;13
3;3;0;4;3;27;2
4;2;1;1;3;27;23
4;0;2;4;6;24;3
4;0;2;4;1;5;3
4;0;2;4;12;5;3
0;3;0;4;4;15;2
1;4;3;4;1;3;1
4;3;0;0;5;18;20
8;0;2;4;3;4;2
3;1;4;4;3;15;2
8;0;2;4;9;5;2
4;3;0;0;5;21;8
3;0;2;4;4;27;2
4;0;5;0;6;3;7
3;1;4;4;12;3;2
8;3;0;4;6;3;2
6;2;1;0;6;3;7
3;3;0;0;12;5;4
1;0;2;4;5;27;2
6;2;1;0;6;6;14
4;0;2;4;9;6;2
4;2;1;1;6;15;13
4;0;2;4;1;5;2
4;2;1;0;3;21;20
4;2;1;1;3;21;23
4;2;1;0;5;21;9
6;2;1;0;1;6;7
3;0;2;4;3;6;2
4;3;0;0;5;15;17
2;3;0;0;9;5;8
1;2;1;0;5;27;9
1;3;0;0;6;4;16
3;0;2;4;6;27;2
3;0;2;4;1;4;2
6;2;1;0;3;21;11
1;2;1;0;6;27;5
3;4;3;4;9;3;1
4;2;1;1;9;5;15
1;3;0;4;3;18;2
1;3;0;1;5;21;20
0;0;2;4;6;21;2
3;3;0;4;4;21;2
0;0;2;4;5;27;2
3;3;0;0;5;24;5
1;2;1;1;9;5;38
3;2;1;0;3;21;4
6;2;1;0;3;21;15
1;2;1;0;5;24;12
4;2;1;0;9;6;25
4;0;5;0;12;3;12
4;3;0;0;5;21;9
8;4;3;4;6;6;1
3;2;1;0;6;6;9
1;4;3;1;12;3;11
6;2;1;0;6;24;6
4;0;5;0;3;15;5
6;2;1;0;5;21;7
3;4;3;4;6;6;1
1;0;5;2;3;3;11
6;2;1;0;9;6;7
4;3;0;0;6;5;22
3;0;5;4;3;24;2
6;2;1;0;5;21;11
1;2;1;1;3;21;26
4;2;1;1;3;21;42
4;3;0;0;1;4;13
3;3;0;0;4;15;4
8;3;0;4;6;18;2
6;2;1;0;5;27;13
3;3;0;0;4;24;4
3;2;1;0;9;3;7
3;2;1;4;3;18;3
1;2;1;1;5;21;20
1;0;2;4;4;15;2
8;1;4;4;3;15;2
0;0;5;4;1;3;2
1;3;0;4;5;24;2
4;0;2;4;3;5;3
4;2;1;1;6;3;24
1;4;3;1;6;3;30
4;3;0;0;12;5;13
3;3;0;4;1;4;2
8;3;0;4;3;6;2
6;2;1;0;5;15;7
1;2;1;1;5;27;26
4;2;1;1;9;5;29
3;3;0;0;6;5;5
1;2;1;0;3;6;16
6;2;1;0;6;3;11
4;3;0;0;5;21;12
1;3;0;0;9;5;15
